Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Key Ratios -> Efficiency Ratios,Key Ratios -> Efficiency Ratios YOY,Key Ratios -> Financial Health,Key Ratios -> Financial Health YOY,Liquidity/Financial Health,Liquidity/Financial Health YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
GILD,2.27,0.822463768116,11.29,0.844427823485,13.94,1.18336162988,0.75,0.75,0.862068965517,0.862068965517,12.25,1.35359116022,12.27,0.8061760841,2.29,1.02232142857,-747.0,1.34111310592,28.18,0.964407939767,113.68,1.04591038734,2.5,0.814332247557,152.2,0.917862742733,58.65,1.18772782503,1.14,1.48051948052,1.29,,66.36,1.11174401072,11.91,1.62040816327,2.8,2.8,1.24444444444,1.24444444444,16.53,0.942954934398,59.71,0.18616905185,11.4,1.89683860233,19.582,1.59709648479,1.08,1.06930693069,60.0,1.21802679659,87.73,87.7,1.03419811321,1.03479594244,22.03,0.623725934315,32.48,0.876416621695,3.77,2.4,1.09090909091,0.9425,,,,,,,0.731238332126,1.03212403202,100.099787773,18.108,1.49640525576,-1.64,1.0,55.48,1.14109419992,4.39,0.908902691511,58.6,0.187328175948,20.329,1.58597285068,22.193,1.45384867344,68.0,68.0,1.10929853181,1.10875591065,,4.53,1.0044345898,25.81,2.95308924485,4.28,0.953229398664,0.85,2.17948717949,,97.17,0.912223056703,7.8,,2.07,0.80859375,9.23,0.80470793374,6.22,0.841677943166,41.87,0.988899385923,106.64,1.18069087688,54.52,1.00479174346,100.0,32.639,1.31132985135,1.0,10.5,0.876460767947,1.521,0.92349726776,1.9,1.36690647482,16.4,0.870950610728,100.0,1.0,47.77,0.934833659491,19.08,1.14801444043,64.25,100.0,1.0,1.15765765766,35.75,0.803370786517,14.872,1.24420647536,,
GIS,7.67,1.10201149425,7.36,1.01939058172,4.64,1.01310043668,0.78,0.78,1.0,1.0,9.09,0.882524271845,66.26,1.0284029179,4.04,1.09189189189,-712.0,1.07228915663,1.52,0.405333333333,31.46,0.945028537098,0.77,0.950617283951,48.44,0.986558044807,34.51,1.07240522063,1.52,1.55102040816,1.67,1.07741935484,9.99,0.674089068826,1.97,0.696113074205,4.4,4.4,1.24293785311,1.24293785311,4.56,0.995633187773,-2.51,0.133510638298,2.63,0.913194444444,1.83,0.974440894569,1.5,1.45631067961,10.38,0.990458015267,33.74,33.7,0.946629213483,0.948552150689,61.7,1.04505420054,6.36,0.680942184154,7.02,7.54,1.01480484522,1.04154302671,,,,,,,1.15188411346,1.08049057803,53.4132606,1.221,0.669407894737,-1.79,1.05917159763,6.93,0.680078508342,17.22,1.01115678215,0.07,-0.00531914893617,2.543,1.0007870917,2.077,0.702401082178,11.78,11.8,0.715151515152,0.713506965475,3.09,1.34,1.046875,3.84,0.775757575758,20.35,0.988824101069,2.51,1.78014184397,-8.82857142857,51.48,1.07272348406,70.6,1.31226765799,0.4,0.851063829787,,,10.58,0.932980599647,5.41,0.678795483061,21.18,0.766558089034,9.69,0.716186252772,100.0,17.63,0.984421240717,1.0,18.88,0.973195876289,618.0,0.956656346749,7.36,0.720861900098,33.31,1.00120228434,100.0,1.0,17.24,0.90832455216,22.26,0.950064020487,77.25,100.0,1.0,1.07635502299,22.75,0.805880269217,-1.104,1.07184466019,,
GLDC,8.7,1.11111111111,24.84,1.0397655923,11.02,0.848344880677,2.8,2.8,0.982456140351,0.982456140351,1.89,0.954545454545,50.22,0.979711275849,2.07,1.18285714286,-3.0,1.5,2.49,1.02049180328,39.57,1.14662416691,1.47,1.11363636364,30.09,1.08198489752,30.93,1.06508264463,0.29,1.38095238095,0.13,1.0,2.33,1.99145299145,0.15,1.875,2.15,2.15,1.06435643564,1.06435643564,5.25,1.01941747573,158.09,1.69697294976,0.1,0.909090909091,2.0,2.0,1.29,1.34375,1.73,2.66153846154,49.78,49.8,1.02258726899,1.0213377103,,,7.69,1.33972125436,11.26,12.13,0.9238385377,0.944630872483,,,,,,,1.41973455431,0.950761897236,3.91372225,2.0,2.0,-0.05,0.3125,1.35,1.98529411765,52.61,0.9729979656,53.37,-1.83024691358,5.0,1.66666666667,3.0,1.5,2.38,2.4,1.84615384615,1.78947368421,-0.04,5.35,1.38242894057,3.44,0.902887139108,10.27,1.25396825397,,,-0.0526315789474,21.43,0.959265890779,83.3,,0.92,1.10843373494,,,11.8,0.938743038982,3.77,1.94329896907,7.85,2.02319587629,6.41,1.76584022039,100.0,132.0,0.970588235294,1.0,47.44,1.01693461951,12.0,1.0,10.08,1.65245901639,42.15,0.999762808349,100.0,1.0,43.94,1.04320987654,29.8,0.93504863508,53.41,100.0,1.0,1.05804278922,46.59,0.940831987076,7.0,1.4,,
GLDD,13.18,0.981384959047,14.5,1.14443567482,7.6,1.05702364395,0.95,0.95,1.03260869565,1.03260869565,4.17,1.06649616368,88.81,1.00304946917,8.69,0.762949956102,-74.0,0.804347826087,1.57,0.330526315789,11.64,2.71328671329,1.6,0.93567251462,16.96,0.987194412107,51.96,1.09550917141,1.39,1.09448818898,,,-1.01,-0.885964912281,-0.1,-0.588235294118,3.58,3.58,1.02578796562,1.02578796562,2.07,0.953917050691,,,-0.73,3.47619047619,-45.0,1.04651162791,7.32,-1.74701670644,-5.29,0.99063670412,11.19,11.2,0.973913043478,0.976439790576,9.54,0.894095595127,,,3.99,21.53,1.01317647059,1.02570694087,,,,,,,1.08209071382,0.511337678979,4.17181818182,-6.0,-0.6,-3.69,2.02747252747,-0.72,-0.5625,47.71,1.06686046512,-40.33,1.15957446809,29.0,0.591836734694,23.0,0.958333333333,2.68,2.7,0.9,0.905405405405,0.22,16.5,0.970017636684,6.18,0.980952380952,10.48,0.83306836248,0.78,1.5,2.44444444444,57.28,0.949602122016,,,0.7,0.897435897436,,,7.02,0.911688311688,-0.69,-0.584745762712,-2.44,-0.590799031477,-1.04,-0.562162162162,100.0,857.0,1.06195786865,1.0,8.29,0.984560570071,60.0,0.983606557377,0.83,1.25757575758,,,100.0,1.0,36.57,0.954331941545,22.81,1.01603563474,72.03,100.0,1.0,1.00967199327,27.97,0.975924633636,124.0,0.87323943662,,
GLF,0.96,0.732824427481,3.53,0.617132867133,2.03,0.863829787234,0.18,0.18,0.642857142857,0.642857142857,28.28,0.663849765258,67.4,1.27990884922,12.89,0.403316645807,-35.0,0.221518987342,1.6,0.540540540541,,,1.83,0.740890688259,,,86.04,1.2374514598,0.72,1.28571428571,,,-80.37,-5.56193771626,-8.7,-3.64016736402,1.96,1.96,1.10734463277,1.10734463277,0.2,0.606060606061,,,1.05,-1.43835616438,8.0,-1.6,-0.04,0.571428571429,2.89,-3.14130434783,32.6,32.6,0.689217758985,0.688635403464,,,-4.98,-1.4476744186,,,,,,,,,,,0.320937263794,0.219901554534,5.15454545455,-215.0,-3.46774193548,-13.58,2.24092409241,-78.32,-6.22575516693,92.43,1.06867845994,-71.82,-3.3513765749,43.0,0.279220779221,-184.0,-1.80392156863,-66.79,-66.8,-3.25853658537,-3.25646026329,82.19,1.22,1.17307692308,1.23,0.872340425532,9.11,1.154626109,,,5.79619181946,35.14,1.01093210587,,,1.48,0.669683257919,,,4.24,0.807619047619,-13.95,-3.90756302521,-25.82,-4.20521172638,-13.24,-2.32280701754,100.0,275.0,0.554435483871,1.0,17.2,1.35968379447,25.0,0.961538461538,,,,,100.0,1.0,6.35,0.653964984552,3.47,0.882951653944,49.04,100.0,1.0,1.12580348944,50.96,0.902905740609,39.0,0.393939393939,,
GLP,15.07,0.479478205536,11.79,0.5209898365,2.99,0.524561403509,4.39,4.39,0.567917205692,0.567917205692,20.02,1.36935704514,94.21,0.972741352607,0.9,1.63636363636,-93.0,0.978947368421,0.04,0.0363636363636,12.96,1.52291421857,1.46,1.07352941176,13.63,1.37399193548,13.61,1.12572373863,1.66,1.61165048544,2.73,1.0790513834,0.4,0.588235294118,1.11,0.281012658228,4.11,4.11,1.18103448276,1.18103448276,9.98,0.470532767562,,,2.18,0.589189189189,-30.0,-0.12,-0.7,-0.321100917431,-0.29,-0.2,5.79,5.8,1.8125,1.8380952381,19.19,1.92864321608,1.56,0.449567723343,14.6,26.78,0.728113104948,0.884312537856,,,,,,,0.986585170398,0.575109698494,16.3201650909,44.0,0.382608695652,-0.71,2.53571428571,0.35,0.555555555556,46.65,1.15356083086,,,63.0,0.182608695652,115.0,0.692771084337,1.11,1.1,1.1,1.15625,2.97,6.12,0.889534883721,1.61,0.646586345382,17.14,1.73481781377,1.85,0.436320754717,2.28461538462,14.28,1.05777777778,126.9,2.16183986371,0.53,0.779411764706,,,26.82,0.888373633654,1.53,0.314168377823,5.81,0.267741935484,7.03,0.565567176187,100.0,10.315,0.597278517661,1.0,1.72,1.93258426966,32.0,1.14285714286,4.87,97.4,,,100.0,1.0,32.55,0.690789473684,29.5,0.605873896077,100.0,100.0,1.0,1.0,,,272.0,1.07086614173,,
GLRE,15.66,1.8337236534,1.41,0.865030674847,,,0.04,0.04,0.25,0.25,23.42,0.793360433604,,,,,,,4.13,10.325,,,,,,,,,,,,,-271.18,-11.5494037479,-8.9,-3.07958477509,3.29,3.29,1.28015564202,1.28015564202,95.35,0.341854295138,,,-1.79,0.552469135802,-60.0,0.44776119403,0.18,-0.147540983607,-48.72,1.74811625404,,,,,,,,,,,,,,,,,,,1.22794383832,0.575900854259,18.9895454545,-326.0,-2.96363636364,,,-265.28,-11.5540069686,0.04,0.8,,,-60.0,0.44776119403,-334.0,-2.95575221239,-271.18,-271.2,-11.5404255319,-11.5494037479,367.15,,,,,,,,,4.839836541,,,,,,,,,,,-11.44,-3.17777777778,-32.8,-3.31648129424,,,100.0,123.0,0.25625,1.0,4.03,6.10606060606,37.0,0.973684210526,,,,,100.0,1.0,,,,,69.57,100.0,1.0,1.13862520458,30.43,0.782262210797,,,,
GLT,11.49,1.1421471173,11.12,1.06005719733,6.88,0.99854862119,1.09,1.09,0.973214285714,0.973214285714,14.88,0.931163954944,87.82,1.0093092748,5.99,1.64109589041,-100.0,1.51515151515,7.0,1.09546165884,56.95,1.07982555935,1.82,0.887804878049,61.83,1.10037373198,36.24,1.08405623691,0.54,0.885245901639,0.48,1.09090909091,4.71,0.975155279503,1.47,0.936305732484,2.27,2.27,0.941908713693,0.941908713693,2.39,0.937254901961,0.96,-0.0182857142857,1.26,1.575,34.0,1.0,0.52,1.08333333333,2.03,1.0972972973,12.18,12.2,0.938461538462,0.937644341801,9.25,0.895450145208,5.5,0.978647686833,16.44,5.9,0.907692307692,1.03201506591,,,,,,,1.36222557264,0.728299089791,17.4328420455,65.0,0.942028985507,-1.07,1.0,3.87,1.01044386423,46.48,1.04028648165,34.31,-0.804454865182,134.0,1.34,96.0,0.897196261682,5.78,5.8,0.983050847458,0.979661016949,-1.27,2.17,0.543859649123,7.53,0.918292682927,11.94,0.797595190381,1.18,3.18918918919,4.7037037037,41.12,1.11496746204,41.6,1.44947735192,0.9,0.957446808511,,,10.07,0.922161172161,4.21,0.985948477752,9.84,0.947976878613,7.56,0.983094928479,100.0,1.667,0.920994475138,1.0,7.66,1.04076086957,44.0,1.0,0.49,1.32432432432,17.82,0.85838150289,100.0,1.0,36.74,0.998369565217,20.24,1.13009491904,55.89,100.0,1.0,0.956529180216,44.11,1.06110175607,248.0,0.840677966102,,
GLUU,2.33,0.502155172414,6.43,0.501951600312,4.88,0.454799627213,0.76,0.76,0.575757575758,0.575757575758,2.33,1.48407643312,43.11,1.12177985948,2.1,1.41891891892,-5.0,1.66666666667,44.8,1.58977998581,,,3.36,2.1,,,36.65,0.886765061699,,,,,-2.82,-10.4444444444,-0.06,-0.75,1.32,1.32,0.897959183673,0.897959183673,43.22,1.08592964824,,,0.02,0.181818181818,-17.0,-0.62962962963,2.33,0.69552238806,-6.69,-0.547015535568,56.89,56.9,0.923701298701,0.92398895566,27.46,0.598387448246,,,,,,,,,,,,,0.763899519866,0.720014028525,2.79954545455,-7.0,-0.875,-0.3,0.454545454545,-2.88,-0.78904109589,1.35,0.555555555556,,,-11.0,-0.354838709677,-6.0,-3.0,-2.52,-2.5,-2.77777777778,-2.70967741935,0.51,7.6,1.04827586207,12.36,3.59302325581,6.43,4.12179487179,10.31,0.695212407283,1.21428571429,35.69,0.750578338591,,,2.92,2.14705882353,29.15,1.01180145783,9.96,1.12797281993,-2.2,-0.45738045738,-3.01,-0.403485254692,-3.03,-0.407258064516,100.0,250.0,1.12107623318,1.0,29.74,0.946832219039,119.0,1.22680412371,,,,,100.0,1.0,58.82,1.21932006633,17.53,0.5802714333,23.96,100.0,1.0,0.754170601196,76.04,1.11446577752,166.0,3.68888888889,,
GLW,3.27,0.984939759036,4.81,0.963927855711,4.4,1.02564102564,0.31,0.31,0.939393939394,0.939393939394,15.66,1.02419882276,59.91,1.02779207411,13.72,1.23826714801,-1.25,1.16171003717,16.11,0.798315163528,83.5,1.06654745178,2.94,0.666666666667,90.51,1.08356279181,57.55,1.11250724918,0.24,1.41176470588,0.48,1.2,16.31,0.444051184318,1.0,0.578034682081,1.73,1.73,1.10897435897,1.10897435897,0.71,0.825581395349,-57.09,-0.541188738269,1.22,0.460377358491,1.559,0.429121937792,1.16,0.789115646259,17.11,0.457486631016,40.09,40.1,0.961630695444,0.961160393191,7.31,1.33394160584,11.61,0.386871042986,4.85,4.03,0.922196796339,1.10227272727,,,,,,,1.37284561344,0.854139479904,17.7517966364,1.339,0.541666666667,1.8,0.106824925816,13.62,0.535166994106,44.31,1.04357041922,-40.35,-0.585121809745,2.809,0.596517307284,1.322,0.684619368203,14.51,14.5,0.72864321608,0.729879275654,0.43,3.19,0.712053571429,19.42,1.07888888889,10.63,1.08913934426,,,0.438775510204,64.57,1.1332046332,30.3,1.00664451827,2.12,0.650306748466,8.44,1.00595947557,6.34,0.898016997167,4.23,0.500591715976,6.94,0.567457072772,6.2,0.573543015726,100.0,9.111,0.937828100875,1.0,16.72,1.34081796311,1.343,0.941135248774,2.0,16.6666666667,9.89,0.321940104167,100.0,1.0,28.97,0.850557839107,9.86,1.27554980595,34.19,100.0,1.0,1.21155209072,65.81,0.916829200334,5.455,0.689284811726,,
GME,19.21,1.00260960334,2.67,1.29611650485,15.31,0.907528156491,2.23,2.23,1.01363636364,1.01363636364,18.65,1.00593311758,70.14,0.994047619048,1.72,1.23741007194,-159.0,1.272,14.37,1.09610983982,24.86,1.04761904762,1.26,1.11504424779,65.6,0.967266293129,4.03,1.23619631902,0.17,,1.32,1.2,6.54,1.03974562798,3.47,1.16053511706,2.05,2.05,1.12637362637,1.12637362637,19.98,1.10631229236,,,1.33,0.223905723906,320.0,0.502354788069,0.82,0.455555555556,3.45,0.489361702128,29.86,29.9,1.01700680272,1.01426630435,38.34,0.974828375286,57.85,0.564005069708,26.96,5.56,1.03345724907,0.920136518771,,,,,,,0.783999096333,0.901382022797,32.39874975,393.0,1.11016949153,-0.11,2.2,4.23,1.07908163265,10.7,0.919243986254,,,481.0,0.630406290957,618.0,1.07665505226,6.65,6.7,1.06349206349,1.04889589905,1.68,4.57,1.43710691824,2.39,1.73188405797,4.43,1.61090909091,2.44,0.844290657439,0.777777777778,44.77,0.945512143611,39.9,1.15652173913,0.44,1.22222222222,,,90.56,0.809945443163,9.43,1.09523809524,18.2,1.16591928251,17.08,1.08720560153,100.0,9.296,1.02831858407,1.0,21.53,1.02866698519,113.0,0.957627118644,0.12,2.0,35.38,0.937715345879,100.0,1.0,48.57,1.01930745016,38.61,0.91514576914,51.31,100.0,1.0,1.14098287747,48.69,0.884790114483,423.0,1.89686098655,,
GMO,,,,,0.14,1.0,,,,,1.06,0.762589928058,,,,,-4.0,0.4,3.77,1.0272479564,,,5.49,2.12790697674,,,,,0.06,1.0,,,,,-0.16,1.33333333333,2.95,2.95,1.03146853147,1.03146853147,,,,,-0.23,1.09523809524,-20.0,1.11111111111,1.35,0.813253012048,,,,,,,,,-13.66,0.0361146362098,,,,,,,,,,,1.12743764172,0.564516129032,0.238636363636,-15.0,1.36363636364,,,,,63.79,1.06369851592,,,-16.0,1.77777777778,-10.0,0.909090909091,,,,,,0.04,0.210526315789,32.4,0.895769975118,63.4,1.03425774878,0.51,0.3984375,,,,,,5.43,2.21632653061,,,,,-4.3,1.41914191419,-12.47,1.48806682578,-10.88,1.34653465347,,,,,,,97.0,1.05434782609,0.04,0.5,,,100.0,1.0,3.81,0.987046632124,0.69,0.46,66.12,100.0,1.0,1.01707429626,33.88,0.968276650472,11.0,1.22222222222,,
GNTX,3.09,0.875354107649,9.12,1.09747292419,1.5,1.0067114094,0.74,0.74,1.01369863014,1.01369863014,5.74,1.13214990138,60.89,1.00115093719,6.34,1.20303605313,-98.0,1.34246575342,25.88,1.05246034974,77.72,1.10288065844,7.51,1.16978193146,61.45,1.07580532213,43.03,1.04264598982,0.13,0.8125,0.34,1.09677419355,30.03,0.994700231865,1.08,1.10204081633,1.25,1.25,0.968992248062,0.968992248062,3.93,1.0424403183,-0.42,0.151624548736,1.0,1.16279069767,254.0,0.996078431373,0.8,0.909090909091,16.43,0.887149028078,39.11,39.1,0.997448979592,0.99821337417,30.57,0.911992840095,,,8.13,5.94,0.929577464789,1.15977175464,,,,,,,1.25748303033,0.899026406704,15.6547148636,318.0,1.10034602076,0.31,0.258333333333,20.63,0.983317445186,19.21,1.0406283857,7.44,2.3922829582,352.0,1.07645259939,459.0,1.15037593985,29.72,29.7,1.02413793103,1.02482758621,,2.66,1.09016393443,4.43,0.781305114638,3.24,1.09830508475,1.15,0.982905982906,,26.76,0.958796130419,32.7,1.07920792079,5.74,1.1503006012,5.73,0.936274509804,8.48,0.9592760181,15.27,1.00196850394,19.34,0.971371170266,16.79,1.0,100.0,1.544,1.12209302326,1.0,3.67,0.9039408867,296.0,1.00680272109,0.35,0.945945945946,31.3,1.02589314979,100.0,1.0,45.8,1.08146399055,6.1,0.924242424242,19.83,100.0,1.0,0.888839085612,80.17,1.03192174025,853.0,1.17980636238,,
GNVC,11.58,1.57765667575,1.75,0.841346153846,6.32,0.917271407837,0.07,0.07,0.132075471698,0.132075471698,5.25,0.793051359517,,,11.3,15.4794520548,-0.0,,91.68,0.973972166153,,,5.36,0.781341107872,,,101.25,6.37193203272,,,,,-739.55,17.7648330531,-3.9,2.4375,1.23,1.23,1.05128205128,1.05128205128,3.19,0.208633093525,,,-1.69,0.45308310992,-6.0,3.0,0.92,1.12195121951,-682.37,19.8941690962,100.0,100.0,1.0,1.0,,,,,,,,,,,,,,,0.16332400688,0.969477729702,19.4909088636,-7.0,2.33333333333,2.49,6.91666666667,-739.55,17.7648330531,2.95,1.66666666667,,,-6.0,3.0,-7.0,2.33333333333,-742.03,-742.0,17.6666666667,17.6673809524,,2.59,1.85,1.03,1.66129032258,0.94,1.64912280702,,,,,,,,5.22,0.772189349112,288.25,7.69076840982,3.6,0.156726164562,-52.21,2.37318181818,-62.4,2.22143111428,-62.4,2.22143111428,100.0,1.0,0.166666666667,1.0,553.79,5.29841178722,2.0,1.0,,,,,100.0,1.0,96.03,0.9838131339,17.9,1.25702247191,18.84,100.0,1.0,1.27211343687,81.16,0.952693978166,7.0,0.538461538462,,
GNW,,,,,,,0.08,0.08,0.888888888889,0.888888888889,27.27,0.893805309735,,,,,,,5.6,1.26696832579,,,,,,,,,0.37,0.804347826087,,,-0.18,0.0120967741935,-1.24,0.494023904382,8.3,8.3,1.11260053619,1.11260053619,,,,,4.93,1.6941580756,1.591,0.652584085316,-2.59,1.32142857143,18.61,0.666308628715,,,,,0.34,1.30769230769,,,,,,,,,,,,,1.02465329612,0.478140444251,4.00181818182,-615.0,494.372990354,,,-7.19,0.552651806303,,,,,1.591,0.652584085316,-15.0,11.5473441109,-0.18,-0.2,0.0134228187919,0.0120967741935,100.18,,,,,,,,,0.872040389972,,,,,,,,,,,-0.56,0.495575221239,-4.43,0.521790341578,,,100.0,8.548,0.979264520564,1.0,,,497.0,1.00201612903,,,,,100.0,1.0,,,,,87.95,100.0,1.0,1.01558891455,12.05,0.899253731343,,,,
GOOD,,,,,,,0.1,0.1,1.0,1.0,9.82,1.05933117584,6.32,0.989045383412,100.86,0.569348010161,-84.0,0.641221374046,1.52,0.608,,,4.86,1.8202247191,,,,,2.27,0.982683982684,1.5,1.0,4.29,-0.53625,-0.07,0.114754098361,3.56,3.56,0.983425414365,0.983425414365,0.13,1.08333333333,,,-4.1,0.721830985915,-53.0,0.519607843137,-14.74,-0.849078341014,-63.27,0.455441980996,93.68,93.7,1.00106837607,1.00074778336,12.59,1.00398724083,1.13,1.46753246753,,,,,,,,,,,1.44804987445,0.90646178204,13.0307575,4.0,-0.666666666667,-34.86,1.15545243619,-1.8,0.125962211337,80.18,1.00199950012,,,31.0,1.10714285714,33.0,2.0625,39.16,39.2,1.76576576577,1.76635092467,40.63,3.8,1.18380062305,1.91,1.11046511628,7.11,1.10403726708,1.09,0.511737089202,0.724242424242,95.59,1.08415560848,818.5,,1.39,1.18803418803,,,,,-0.19,0.132867132867,-0.67,0.127376425856,3.57,1.53879310345,100.0,84.0,1.13513513514,1.0,13.89,0.904885993485,21.0,1.23529411765,,,,,100.0,1.0,5.32,0.931698774081,1.09,0.511737089202,71.94,100.0,1.0,0.994058311455,28.06,1.01556279406,35.0,1.25,,
GOOG,1.31,1.0,9.43,1.07037457435,7.21,1.0,0.54,0.54,0.981818181818,0.981818181818,169.12,1.16570168183,37.56,0.964808630876,13.22,0.796385542169,-9.915,0.904735833561,49.55,1.00895947872,,,4.67,0.972916666667,,,50.96,1.00910891089,0.02,0.666666666667,,,26.21,1.00229445507,22.84,1.11035488576,1.23,1.23,0.984,0.984,2.84,0.868501529052,41.1,39.9029126214,21.15,1.25,16.109,1.41096610318,0.99,1.22222222222,21.48,1.24161849711,62.44,62.4,1.02127659574,1.02243327329,13.37,0.867618429591,189.95,1.10513148708,,,,,,,,,,,1.03550236637,1.43978748759,755.354547773,16.348,1.15647990945,0.39,0.336206896552,21.1,0.964351005484,19.68,1.08072487644,16.3,0.818273092369,26.024,1.16303181981,19.36,1.17361784675,25.82,25.8,1.032,1.03321328531,,2.13,0.590027700831,5.84,1.20412371134,3.95,0.785288270378,2.18,0.810408921933,,23.63,0.798041202297,,,4.5,0.995575221239,16.38,1.09932885906,7.16,0.990318118949,11.36,0.952221290863,14.08,0.934926958831,12.82,0.931009440813,100.0,74.989,1.13617975485,1.0,20.25,0.956090651558,693.0,1.00873362445,2.19,1.43137254902,16.81,0.870984455959,100.0,1.0,61.11,0.993174061433,13.09,1.02106084243,18.4,100.0,1.0,0.905957656327,81.6,1.02396787552,70.804,1.10839073262,,
GOV,,,2.08,1.39597315436,,,0.1,0.1,0.833333333333,0.833333333333,14.25,0.763256561328,19.24,1.01156677182,7.71,0.2481493402,-19.0,0.24358974359,0.4,0.701754385965,,,0.83,0.709401709402,,,59.85,1.18304012651,1.2,1.42857142857,1.72,1.0,-91.73,-5.45687091017,-2.97,-3.22826086957,2.27,2.27,1.21390374332,1.21390374332,0.17,0.944444444444,,,1.56,-2.94339622642,96.0,1.81132075472,-0.46,-0.494623655914,38.7,1.84198000952,80.76,80.8,0.997530864198,0.997283279822,5.44,0.880258899676,-5.16,-1.77931034483,,,,,,,,,,,1.30292038043,0.756615665352,14.2466023636,-210.0,-3.68421052632,-118.27,10.1171941831,-84.47,-3.75088809947,66.23,1.09925311203,,,115.0,0.87786259542,66.0,0.916666666667,26.54,26.5,0.929824561404,0.931554931555,48.25,0.05,0.555555555556,25.8,0.821394460363,,,3.04,1.65217391304,1.04482459939,19.26,1.08752117448,,,0.81,0.723214285714,,,6.1,0.846047156727,-9.12,-3.28057553957,-18.63,-3.77125506073,-7.65,-1.81279620853,100.0,249.0,0.99203187251,1.0,5.97,0.947619047619,71.0,1.16393442623,,,,,100.0,1.0,2.53,1.17674418605,3.04,1.65217391304,56.01,100.0,1.0,1.20322234157,43.99,0.823012160898,-11.0,-1.375,,
