Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * HKD,Book Value Per Share * HKD YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending HKD Mil,Cap Spending HKD Mil YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends HKD,Dividends HKD YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share HKD,Earnings Per Share HKD YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow HKD Mil,Free Cash Flow HKD Mil YOY,Free Cash Flow Per Share * HKD,Free Cash Flow Per Share * HKD YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income HKD Mil,Net Income HKD Mil YOY,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow HKD Mil,Operating Cash Flow HKD Mil YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income HKD Mil,Operating Income HKD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue HKD Mil,Revenue HKD Mil YOY,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital HKD Mil,Working Capital HKD Mil YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
ABMC,10.15,0.811350919265,19.96,1.13280363224,9.61,1.32918395574,1.61,1.61,0.879781420765,0.879781420765,,,0.05,1.66666666667,57.97,0.96875,1.03,2.71052631579,,,-0.0,,8.63,0.663335895465,161.5,1.18141916606,1.12,1.00900900901,163.92,1.02977761025,42.31,1.22353961828,0.35,,,,,,-6.7,0.757918552036,,,-0.02,0.5,4.2,4.2,1.1320754717,1.1320754717,7.03,0.90243902439,,,,,,,0.03,-3.0,0.0,,-0.05,-1.66666666667,0.32,-1.14285714286,42.03,42.0,1.0447761194,1.04656374502,1.59,1.8275862069,-1.0,0.649350649351,42.23,2.23,0.973799126638,1.01270983213,1.07196969697,1.0243902439,0.12,,,-0.0,0.0,-3.72,-0.958762886598,-6.73,0.759593679458,24.1,1.0979498861,988.89,-10.280590498,,,0.0,,,,-0.0,0.0,-2.98,-3.0,0.236220472441,0.23427672956,,3.14,1.06081081081,0.34,0.179894179894,1.67,0.305860805861,0.96,0.635761589404,,44.73,0.783911671924,,,0.43,0.955555555556,3.13,0.431724137931,8.63,0.817234848485,-10.84,0.670377241806,-42.46,0.727927310132,-7.0,0.484094052559,100.0,,,7.0,0.777777777778,1.0,41.88,0.91781722551,23.0,1.04545454545,45.05,1.01099640934,,,100.0,1.0,73.96,0.982334971444,66.28,0.980473372781,76.21,100.0,1.0,1.04311524774,23.79,0.883073496659,,,0.0,,,
ABMD,3.77,0.832229580574,11.86,0.878518518519,8.01,1.04296875,0.98,0.98,1.0,1.0,,,4.02,1.14204545455,20.32,1.01701701702,1.5,0.837988826816,,,-3.0,1.0,37.28,0.826241134752,112.71,0.968964924347,3.88,0.900232018561,141.21,0.937711667441,47.01,0.938323353293,,,,,,,4.64,0.435272045028,,,0.18,0.486486486486,1.22,1.22,0.983870967742,0.983870967742,27.33,1.11733442355,-12.13,-0.0105719116596,,,,,0.44,0.846153846154,21.0,0.875,2.82,1.79617834395,11.27,0.756375838926,79.68,79.7,0.99625,0.995751062234,18.49,0.887662025924,,,6.79,2.58,1.06611570248,0.773348519362,2.31332941623,1.58030094301,27.4466668571,,,7.0,0.466666666667,0.09,0.45,4.0,0.421052631579,3.35,0.87012987013,-11.11,-0.0177351382415,,,23.0,0.884615384615,,,8.0,0.470588235294,4.55,4.6,0.438095238095,0.434990439771,,1.5,1.26050420168,20.72,3.07875185736,3.23,0.936231884058,2.32,0.939271255061,,75.51,0.895092460882,,,3.32,0.902173913043,16.72,1.03082614057,7.76,1.06447187929,3.92,0.422869471413,4.81,0.421929824561,4.81,0.421929824561,100.0,,,184.0,1.16455696203,1.0,58.4,1.09630185846,42.0,1.0243902439,,,13.82,1.26094890511,100.0,1.0,57.43,0.83729406619,14.81,0.93027638191,18.04,100.0,1.0,0.931818181818,81.96,1.01636904762,,,88.0,0.977777777778,,
ABR,,,,,,,0.1,0.1,2.0,2.0,,,8.81,1.17310252996,,,,,,,,,2.68,0.832298136646,,,,,,,,,2.42,0.809364548495,,,0.52,1.04,51.48,2.27485638533,,,1.7,4.35897435897,4.21,4.21,0.82874015748,0.82874015748,1.84,2.48648648649,,,,,,,0.49,0.59756097561,31.0,1.34782608696,0.33,0.311320754717,17.04,0.712076890932,,,,,,,,,,,,,1.11771843696,1.10302609808,5.67344472727,,,93.0,4.42857142857,-10.54,,47.47,2.47497393118,4.52,0.759663865546,,,,,31.0,1.34782608696,,,112.0,5.33333333333,62.02,62.0,2.74336283186,2.74060980999,-33.93,-2.68,0.832298136646,-4.52,0.759663865546,-39.79,1.60120724346,,,0.529742388759,,,31.1,0.174915635546,,,,,,,4.57,4.91397849462,21.02,3.78057553957,,,100.0,,,181.0,1.92553191489,1.0,33.93,0.529742388759,50.0,1.16279069767,,,,,100.0,1.0,,,,,71.52,100.0,1.0,0.932585734776,28.48,1.22179322179,,,,,,
ABT,2.58,1.07949790795,8.69,0.936422413793,9.01,0.878167641326,0.48,0.48,1.2,1.2,,,15.18,0.991508817766,45.53,0.97348727817,5.32,0.914089347079,,,-1.077,0.940611353712,10.81,0.573474801061,132.52,0.810718218524,1.45,0.717821782178,105.64,0.896089575028,68.25,0.704407059552,0.16,1.23076923077,,,0.88,1.57142857143,12.44,1.19845857418,,,1.49,0.91975308642,1.92,1.92,1.12280701754,1.12280701754,3.42,1.09265175719,19.23,-0.270768797522,,,,,1.93,1.544,2.598,1.1922900413,1.14,1.34117647059,12.83,1.1568981064,54.47,54.5,1.02443609023,1.02329513432,39.41,1.09168975069,17.79,1.0427901524,6.4,3.46,1.11612903226,1.02073365231,1.01962837776,1.2287288278,42.8183396364,,,2.284,0.886645962733,-0.4,0.851063829787,11.28,0.956743002545,14.38,1.04581818182,10.56,-0.164204633805,,,3.675,1.10559566787,,,2.599,1.21847163619,12.84,12.8,1.17431192661,1.18341013825,2.74,11.08,1.06436119116,9.24,1.73033707865,14.07,1.23637961336,2.52,1.49112426036,0.916387959866,41.38,0.806470473592,63.5,2.84753363229,0.76,0.59842519685,6.64,0.952654232425,5.35,1.41909814324,5.42,1.15811965812,9.78,0.984894259819,7.64,1.13353115727,100.0,,,20.247,1.03001475301,1.0,32.25,0.994756323257,1.527,0.970139771283,10.75,1.45466847091,31.65,5.78610603291,100.0,1.0,36.97,0.825039053783,25.52,1.15318572074,47.85,100.0,1.0,1.15579710145,52.15,0.889931740614,,,4.729,0.485523613963,,
ABTL,7.34,1.22948073702,17.48,1.08706467662,8.15,0.940023068051,1.1,1.1,0.901639344262,0.901639344262,,,7.82,2.44375,60.66,0.991986917416,1.06,1.20454545455,,,-1.0,1.0,19.81,0.92311276794,,,2.05,0.711805555556,,,55.79,0.987433628319,0.19,1.35714285714,,,,,5.13,1.30534351145,,,0.32,0.0886426592798,1.51,1.51,1.11029411765,1.11029411765,61.57,1.23386773547,85.57,-3.10373594487,,,,,0.55,1.61764705882,7.0,1.75,1.98,19.8,6.37,1.36989247312,39.34,39.3,1.01028277635,1.01261261261,23.98,1.5551232166,,,,,,,2.01563593795,0.833602291919,11.0468181818,,,3.0,0.0789473684211,-0.65,-2.16666666667,3.21,0.0659408381265,1.82,1.03409090909,82.13,-3.23473808586,,,8.0,2.0,,,6.0,2.0,5.78,5.8,1.61111111111,1.59228650138,1.61,6.02,1.3201754386,30.89,0.758595284872,0.3,0.220588235294,0.92,,1.11034482759,36.67,1.05738177624,,,1.76,0.6875,7.54,0.809012875536,6.54,1.01238390093,3.54,0.0598377281947,5.09,0.0604441277758,4.1,0.0565751345384,100.0,,,106.0,1.35897435897,1.0,24.41,0.99795584628,11.0,1.0,4.77,,37.39,,100.0,1.0,43.31,1.02874109264,21.17,1.44603825137,33.88,100.0,1.0,1.27897319743,66.12,0.899469459937,,,23.0,0.958333333333,,
ACAD,0.62,3.1,0.3,,4.25,1.22832369942,,,,,,,3.3,1.66666666667,,,150.0,2.77932184547,,,-0.0,0.0,99.09,1.00865228013,,,20.5,0.759540570582,,,,,,,,,,,,,,,-0.95,2.15909090909,1.05,1.05,1.00961538462,1.00961538462,0.21,0.0569105691057,,,,,,,-0.62,1.72222222222,-67.0,2.09375,0.72,0.847058823529,,,100.0,100.0,1.0,1.0,,,,,,,,,1.1141402676,1.29972698509,31.4286362727,,,-92.0,2.42105263158,629.17,20.6420603675,,,0.17,0.548387096774,,,,,-66.0,2.0625,,,-93.0,2.44736842105,,,,,,0.36,0.264705882353,0.09,1.0,0.04,,,,,,,,,20.43,0.767468069121,,,,,-35.94,1.40996469204,-37.62,1.32418162619,-37.62,1.32418162619,100.0,,,0.0,0.0,1.0,,,97.0,1.12790697674,,,,,100.0,1.0,99.74,1.00140562249,4.87,1.31978319783,4.91,100.0,1.0,1.33062330623,95.09,0.987332571903,,,309.0,1.70718232044,,
ACAT,27.43,1.26114942529,12.66,1.27878787879,15.97,0.87699066447,2.25,2.25,0.941422594142,0.941422594142,,,16.45,1.20867009552,79.32,1.02308783697,3.34,1.38016528926,,,-24.0,1.5,24.11,0.654274084125,42.17,1.06921906694,1.92,0.941176470588,74.66,1.09183971922,18.06,1.13871374527,,,,,0.4,,8.27,0.91482300885,,,2.9,1.00346020761,1.85,1.85,1.05714285714,1.05714285714,14.4,0.929632020658,20.69,-0.25587435073,,,,,3.41,-4.3164556962,20.0,1.25,0.5,1.21951219512,2.71,1.1106557377,20.68,20.7,0.92,0.920338228749,,,496.11,0.68583159379,41.09,4.89,0.915730337079,1.30527318933,0.781403257259,1.15193369776,46.981684,,,39.0,0.975,-0.01,1.0,5.39,0.910472972973,16.34,1.09885675857,35.17,-0.520651369356,,,44.0,1.33333333333,,,60.0,0.983606557377,8.28,8.3,0.922222222222,0.91592920354,,5.49,0.847222222222,0.31,0.756097560976,2.54,1.77622377622,,,,50.55,1.12834821429,11.4,,0.85,0.758928571429,3.29,1.06818181818,20.21,0.878313776619,12.15,0.858050847458,21.92,0.862992125984,21.95,0.863493312352,100.0,,,730.0,1.08630952381,1.0,9.12,0.88115942029,14.0,1.0,,,34.77,1.00782608696,100.0,1.0,83.35,0.983945224885,43.4,1.04377104377,45.94,100.0,1.0,1.06812369216,54.06,0.948587471486,,,137.0,1.03787878788,,
ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02001809982,1.30623497487,37.3661703182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACET,10.41,0.858202802968,27.35,0.927433028145,11.77,0.976763485477,1.29,1.29,0.80625,0.80625,,,7.76,1.16691729323,77.52,0.965019295406,0.37,0.725490196078,,,-2.0,0.666666666667,9.33,0.852833638026,120.7,1.20820820821,2.33,0.958847736626,85.16,1.11145914905,76.12,1.2642418203,0.42,4.2,,,0.24,1.09090909091,8.76,1.26772793054,,,1.02,1.25925925926,2.0,2.0,1.20481927711,1.20481927711,44.4,1.02682701203,9.25,0.10847894922,,,,,0.6,0.857142857143,23.0,1.09523809524,0.8,0.842105263158,4.54,1.07075471698,22.48,22.5,1.1421319797,1.14285714286,33.01,1.43584167029,22.27,1.28877314815,21.51,4.29,0.901260504202,0.829861111111,1.43233019888,1.35618770291,17.0186091429,,,29.0,1.31818181818,0.08,2.66666666667,5.68,1.2706935123,2.47,0.699716713881,5.58,0.0707672796449,,,25.0,1.04166666667,,,44.0,1.29411764706,8.68,8.7,1.26086956522,1.25979680697,,0.86,0.754385964912,5.47,0.913188647746,4.0,0.698080279232,,,,40.58,1.09883563499,23.2,0.664756446991,1.44,0.993103448276,1.02,1.78947368421,4.79,0.790429042904,7.33,1.02231520223,13.54,1.09991876523,10.68,0.997198879552,100.0,,,510.0,1.02,1.0,12.78,1.04668304668,29.0,1.07407407407,1.78,0.491712707182,35.09,0.99208368674,100.0,1.0,59.05,0.874814814815,25.33,0.911151079137,50.09,100.0,1.0,1.25791059769,49.91,0.829345297441,,,158.0,1.234375,,
ACFC,,,0.27,1.08,,,0.03,0.03,1.0,1.0,,,4.54,2.35233160622,,,3.72,2.73529411765,,,-1.0,inf,3.17,0.203596660244,,,,,,,,,1.71,1.01785714286,,,,,5.51,-0.108550039401,,,0.09,-0.0278637770898,9.77,9.77,0.872321428571,0.872321428571,1.67,1.07051282051,,,,,,,-0.28,0.0676328502415,-17.0,-4.25,-13.12,37.4857142857,-72.37,-4.02951002227,,,,,,,,,,,,,1.41493268054,1.02613636364,4.085,,,1.0,-0.0909090909091,-5.26,0.1682123441,5.51,-0.108550039401,2.05,1.05670103093,,,,,-17.0,-4.25,,,1.0,-0.0909090909091,5.51,5.5,-0.108267716535,-0.108550039401,34.27,,,,,,,,,0.590963959303,,,,,,,,,,,0.18,-0.119205298013,1.93,-0.0895176252319,,,100.0,,,24.0,1.09090909091,1.0,54.96,0.893513249878,15.0,3.75,,,,,100.0,1.0,,,,,89.76,100.0,1.0,0.985615460635,10.24,1.14669652856,,,,,,
ACFN,7.4,1.22112211221,43.3,3.86262265834,13.89,1.49034334764,0.48,0.48,1.2972972973,1.2972972973,,,0.73,0.593495934959,66.06,1.0482386544,2.01,0.117681498829,,,-0.0,0.0,16.32,0.472906403941,108.07,0.788429269716,1.22,0.471042471042,83.52,0.787553041018,99.01,1.05464422667,,,,,,,-52.63,0.503973953845,,,-1.19,0.757961783439,3.05,3.05,1.94267515924,1.94267515924,11.13,0.859459459459,,,,,,,-0.75,0.54347826087,-19.0,0.904761904762,0.69,0.958333333333,-95.14,0.907478061808,33.94,33.9,0.916216216216,0.917793401839,7.59,0.473782771536,-51.53,0.181131146965,4.65,4.37,1.27034883721,0.521885521886,0.159066232356,0.228198926317,0.837272727273,,,-27.0,0.9,-0.66,-0.825,-138.78,1.01610777566,3.66,0.767295597484,,,,,-18.0,1.0,,,-10.0,0.47619047619,-51.97,-52.0,0.494296577947,0.493917506178,10.57,8.2,0.514752040176,16.28,1.88208092486,7.85,0.853260869565,22.74,3.58675078864,0.264117941029,74.47,1.18488464598,,,1.0,0.595238095238,13.88,0.65844402277,3.69,0.948586118252,-67.44,1.3423566879,-129.02,1.82489391796,-110.53,1.61239970824,100.0,,,20.0,1.0,1.0,61.47,0.757859696708,23.0,1.21052631579,14.96,3.30973451327,,,100.0,1.0,72.47,1.02721474132,59.39,2.18185157972,67.23,100.0,1.0,1.84596375618,32.77,0.515413652092,,,4.0,0.181818181818,,
ACGL,7.76,1.06887052342,10.61,1.1109947644,,,0.19,0.19,1.0,1.0,,,45.19,1.18020370854,,,0.5,1.0,,,-20.0,1.17647058824,5.83,0.596724667349,,,,,,,,,0.15,0.882352941176,,,,,21.17,1.00522317189,,,6.02,1.18737672584,3.79,3.79,1.02989130435,1.02989130435,,,,,,,,,7.36,1.25170068027,1.017,0.00122088835534,1.22,1.04273504274,25.5,1.07913669065,,,,,0.5,,,,,,,,1.21390891135,1.00654259824,58.5040905455,,,834.0,1.17464788732,,,20.37,1.044079959,,,,,,,1.037,0.00121856639248,,,844.0,1.13593539704,21.17,21.2,1.00473933649,1.00522317189,78.83,,,,,,,,,0.99860653661,,,,,,,,,,,3.91,1.0625,14.6,1.07908351811,,,100.0,,,3.989,1.13131026659,1.0,,,135.0,0.992647058824,,,2.72,0.616780045351,100.0,1.0,,,,,72.15,100.0,1.0,1.01419735732,27.85,0.965003465003,,,,,,
ACHN,4.09,1.44522968198,0.84,0.770642201835,4.11,1.47841726619,,,,,,,1.15,0.676470588235,,,,,,,-1.0,inf,97.5,1.29965342575,,,11.86,0.893745290128,,,,,,,,,,,,,,,-0.7,1.11111111111,1.09,1.09,1.02830188679,1.02830188679,,,,,,,,,-0.55,0.932203389831,-56.0,1.03703703704,0.82,0.891304347826,,,,,,,,,,,,,,,0.738146149408,4.10446186913,13.3922727273,,,-69.0,1.16949152542,,,,,1.1,1.41025641026,,,,,-56.0,1.03703703704,,,-69.0,1.16949152542,,,,,,0.43,0.605633802817,0.13,0.00580616346583,,,,,,,,,,11.81,0.898098859316,,,,,-43.23,0.894475481068,-46.56,0.888549618321,-46.71,0.887685290764,,,,,,,,,98.0,1.04255319149,0.12,0.666666666667,,,100.0,1.0,98.77,1.2855655343,8.33,1.43868739206,8.51,100.0,1.0,1.46219931271,91.49,0.971437672542,,,142.0,1.2347826087,,
ACIW,2.72,,13.13,,2.3,,0.58,0.58,,,,,4.5,,44.75,,3.43,,,,-34.0,,4.89,,,,1.1,,,,76.1,,1.38,,,,,,9.72,,,,0.58,,3.18,3.18,,,17.27,,7.85,,,,,,0.71,,114.0,,1.69,,11.23,,55.25,55.2,,,67.66,,3.49,,,,,,1.14828082052,0.928276163262,19.6709088182,,,68.0,,-3.88,,6.65,,3.26,,7.66,,,,149.0,,,,138.0,,13.6,13.6,,,7.08,4.58,,6.48,,4.64,,10.39,,,37.73,,,,0.88,,14.19,,4.8,,3.83,,12.01,,6.81,,100.0,,,1.016,,,20.38,,117.0,,4.72,,31.6,,100.0,,22.6,,20.47,,68.58,100.0,,,31.42,,,,39.0,,,
ACLS,9.49,1.13925570228,18.8,1.19974473516,1.86,0.704545454545,0.88,0.88,1.02325581395,1.02325581395,,,5.95,0.947452229299,65.45,1.00275777539,0.44,1.04761904762,,,-1.0,1.0,13.51,0.681634712412,289.43,0.980719707238,3.55,0.681381957774,274.47,0.979725147243,71.35,1.24498342349,,,,,,,-5.01,0.608748481166,,,-0.4,0.625,1.35,1.35,1.02272727273,1.02272727273,6.5,1.10356536503,,,,,,,-0.69,1.76923076923,-17.0,1.0625,1.5,1.61290322581,-8.34,1.02836004932,34.55,34.6,0.99711815562,0.994817160956,,,-8.51,0.248539719626,45.71,1.33,1.02307692308,1.11460619361,1.09405654934,1.03821795359,9.45272727273,,,-11.0,0.647058823529,0.24,-0.315789473684,-5.55,0.633561643836,13.38,0.976642335766,,,,,-16.0,1.06666666667,,,-11.0,0.733333333333,-5.25,-5.3,0.706666666667,0.70281124498,1.29,3.31,1.23970037453,5.3,0.744382022472,3.16,0.975308641975,5.07,1.3203125,2.15,56.38,1.33191589889,,,1.41,0.602564102564,16.51,0.929093978616,5.12,0.803767660911,-4.89,0.650265957447,-6.54,0.690601900739,-5.53,0.646783625731,100.0,,,203.0,1.03571428571,1.0,22.0,0.922818791946,28.0,1.03703703704,6.38,31.9,,,100.0,1.0,81.32,1.02715675129,22.88,1.50724637681,26.05,100.0,1.0,1.05722402597,73.95,0.981289808917,,,133.0,0.892617449664,,
ACM,17.1,1.3359375,43.38,1.04934687954,15.75,0.974628712871,1.42,1.42,0.986111111111,0.986111111111,,,22.72,1.09864603482,95.18,1.00740897544,0.75,1.171875,,,-63.0,1.21153846154,9.38,0.884905660377,,,1.4,0.921052631579,,,76.84,0.72456388496,0.43,0.796296296296,,,,,3.77,0.915048543689,,,2.33,0.991489361702,2.8,2.8,1.0,1.0,30.24,1.10647639956,-16.47,4.35714285714,,,,,2.85,0.700245700246,298.0,0.837078651685,1.3,0.872483221477,3.56,0.814645308924,4.82,4.8,0.872727272727,0.873188405797,33.11,0.989835575486,8.71,1.02350176263,,,,,0.737327973781,1.2069806613,36.4695238095,,,230.0,0.962343096234,-0.46,0.901960784314,2.75,0.938566552901,4.6,0.962343096234,-11.74,2.05604203152,,,361.0,0.882640586797,,,353.0,0.936339522546,4.22,4.2,0.913043478261,0.91341991342,-0.37,3.32,0.996996996997,6.2,0.953846153846,8.84,0.998870056497,6.2,1.08963093146,1.23333333333,40.67,1.15474162408,,,1.32,0.923076923077,,,4.75,1.38081395349,3.9,0.924170616114,10.92,0.956217162872,8.15,0.965639810427,100.0,,,8.357,1.02502146449,1.0,0.97,0.81512605042,99.0,0.970588235294,1.05,0.704697986577,26.06,0.945230322815,100.0,1.0,56.08,1.01465532839,40.1,1.10620689655,64.29,100.0,1.0,0.99953358209,35.71,1.00084080717,,,978.0,907.235621521,,
ACOR,1.64,0.625954198473,2.98,0.587771203156,4.05,0.63981042654,0.48,0.48,0.842105263158,0.842105263158,,,12.49,1.1975071908,20.08,1.01362948006,1.94,0.910798122066,,,-8.0,1.14285714286,28.47,0.630984042553,72.41,1.32086829624,3.58,0.942105263158,120.0,0.92980009298,28.64,0.924467398321,0.54,54.0,,,,,6.98,0.81351981352,,,0.42,1.07692307692,2.0,2.0,1.44927536232,1.44927536232,12.82,0.633086419753,109.32,-6.56182472989,,,,,1.79,2.63235294118,67.0,2.09375,3.8,1.94871794872,16.75,1.75392670157,79.92,79.9,0.996259351621,0.996632996633,56.98,19.7847222222,4.02,0.281118881119,2.48,3.04,1.074204947,0.575406032483,1.02841991853,1.2696717544,38.6572728636,,,18.0,1.125,-2.09,4.64444444444,4.4,0.899795501022,4.26,1.56617647059,90.96,-3.69455727051,,,75.0,1.92307692308,,,36.0,1.2,9.06,9.1,1.01111111111,1.00332225914,2.29,3.93,0.655,0.9,0.0265486725664,12.6,1.14337568058,4.79,0.706489675516,,76.23,0.724413190155,,,2.97,0.942857142857,18.3,1.14303560275,12.75,1.08234295416,2.09,0.746428571429,3.6,0.904522613065,3.62,0.868105515588,100.0,,,401.0,1.19345238095,1.0,50.27,0.911514052584,43.0,1.02380952381,0.11,0.578947368421,36.91,0.857574349442,100.0,1.0,37.86,0.625785123967,10.58,0.664572864322,50.01,100.0,1.0,1.8205314889,49.99,0.689232041914,,,295.0,1.08856088561,,
ACTG,0.02,1.0,3.76,3.51401869159,5.86,2.25384615385,0.23,0.23,1.09523809524,1.09523809524,,,10.02,0.828784119107,103.6,0.946637426901,32.74,1.66108574328,,,-43.0,1.65384615385,35.99,0.831946370781,,,4.76,0.452041785375,,,36.97,1.63439434129,,,,,0.5,1.31578947368,-47.95,0.774761673938,,,-1.37,1.16101694915,1.11,1.11,1.03738317757,1.03738317757,206.76,0.874989420229,,,,,,,-0.49,0.252577319588,-39.0,1.34482758621,0.59,1.13461538462,-29.55,1.31919642857,-3.6,-3.6,0.382978723404,0.381355932203,59.06,1.10001862544,,,,,,,0.300282717438,1.38258136458,17.3291237273,,,-66.0,1.17857142857,-0.45,-0.276073619632,-51.01,1.17996761508,0.09,0.692307692308,,,,,4.0,-1.0,,,-62.0,0.746987951807,-47.49,-47.5,0.748031496063,0.747638539043,3.85,1.03,0.572222222222,0.07,1.4,1.28,0.649746192893,2.68,1.52272727273,0.618971061093,0.33,0.388235294118,,,4.64,0.458498023715,2.93,1.17670682731,9.87,0.611903285803,-11.82,1.32214765101,-12.85,1.32885211996,-12.85,1.29667003027,100.0,,,131.0,1.0,1.0,37.1,0.817720960987,49.0,1.02083333333,,,,,100.0,1.0,40.78,0.884023412096,8.56,1.95433789954,9.84,100.0,1.0,1.54960629921,90.16,0.962733582488,,,173.0,0.697580645161,,
ACU,9.8,1.39402560455,24.56,1.06968641115,9.57,1.28112449799,1.46,1.46,1.10606060606,1.10606060606,,,11.9,1.10594795539,64.39,0.998759112766,2.02,0.385496183206,,,-2.0,0.4,2.88,0.168421052632,190.15,0.885943251176,3.74,0.648180242634,163.61,0.884856679286,59.75,0.914447505357,0.61,0.938461538462,,,0.34,1.09677419355,6.34,1.03425774878,,,1.36,1.11475409836,2.01,2.01,1.03608247423,1.03608247423,16.67,0.771402128644,39.69,,,,,,0.57,-4.75,2.0,1.0,0.52,1.15555555556,2.32,1.16582914573,35.61,35.6,1.00281690141,1.00225161835,17.56,2.9364548495,14.88,1.24623115578,42.46,2.23,1.13197969543,1.02436670688,0.950773951253,1.26635084478,17.4976723636,,,5.0,1.25,-0.55,1.27906976744,4.47,1.0,8.74,1.00229357798,-28.21,,,,5.0,0.833333333333,,,7.0,1.16666666667,6.9,6.9,1.04545454545,1.05182926829,,2.62,1.19634703196,1.18,0.74213836478,0.47,1.11904761905,,,,33.21,0.932603201348,24.8,0.992,1.42,0.514492753623,,,6.11,1.09302325581,6.5,1.10356536503,12.87,1.05925925926,8.43,1.11952191235,100.0,,,107.0,1.18888888889,1.0,28.72,0.991712707182,4.0,1.33333333333,,,29.6,1.09064112012,100.0,1.0,72.52,0.86632421455,19.37,1.33494141971,50.28,100.0,1.0,1.03499382462,49.72,0.966938934267,,,42.0,0.893617021277,,
