Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),extra,
spotify:track:15jEQls7uEOv1cLabybUZA,Ebonics,Big L,L Corleone,1,9,201293,,
spotify:track:6f2xulX5HzsHMMh9BWUS7g,All Black,Big L,Lifestylez Ov Da Poor & Dangerous,1,5,260800,,
spotify:track:4t8lU7Br9vJ6zTlo3XHMjR,Furious Anger,"Shyheim, Big L",Wu-Tang Collective,1,9,233106,,
spotify:track:53WRTlOiwktC330hWzA0I4,Dipp Wit Me,"Tha Dogg Pound, RBX",Dillinger & Young Gotti - Clean Version (Digitally Remastered),1,2,276827,,
spotify:track:0IWeMbxsRnrqkpuE4mUP7f,We Livin Gangsta Like,"Tha Dogg Pound, Xzibit",Dillinger & Young Gotti - Clean Version (Digitally Remastered),1,3,260306,,
spotify:track:4ToCbG0RYKZ5vGkm77kyCg,I Love Rap Money (feat. Freddie Gibbs),Daz Dillinger,"Who Ride Wit Us, Vol. 5",1,3,161703,,
spotify:track:46Xl1hNNsXhnrl3POQKhGF,Cocaine,Young Buck,Back for the Streets,1,7,208640,,
spotify:track:2oTDOIAdsxPTE7yAp4YOcv,Jump Around,House Of Pain,House Of Pain (US Release),1,2,214946,,
spotify:track:3SXXjVEDzTIX83Ak3bKzQU,Rewind,Nas,Stillmatic,1,6,133906,,
spotify:track:2NPxL1QqPrD1a7OLHjVcAP,I Can,Nas,God's Son,1,7,253720,,
spotify:track:3GZD9a3vIqc1n0JTZJ2vjZ,Roped Off (feat. Problem & Boogie),The Game,Streets Of Compton,1,2,215510,,
spotify:track:24hSKK5ubpe47kLA3HFVCI,Still a Menace (feat. MC Eiht & Ad),"Mr. Capone-E, MC Eiht, A-D",For Respect,1,7,172106,,
spotify:track:64JHMdM6thmpZmQy9N34AI,Active,Mr. Capone-E,For Respect,1,9,183066,,
spotify:track:59xmu6tbf9fRWt9n1j3TjY,Raise Em Up (feat. Too Short),"Mr. Capone-E, Too $hort",No Regrets,1,4,214560,,
spotify:track:4fd9CeQDLPnqyfvyWpR4n4,Don't Trip,Mr. Capone-E,No Regrets,1,11,181066,,
spotify:track:2dVqHfrlrY0kkofJ2Mo3iz,Myself (feat. Jadakiss),"Young Buck, Jadakiss",10 Pints,1,5,197240,,
spotify:track:247vbiPA1IOcx5MNHtqzKK,Another Bird,Young Buck,10 Pints,1,2,191426,,
spotify:track:2DgHyWU2gCO2Q2MqcUqG68,We Can Do Dis,Young Buck,Bust N Grams,1,3,179788,,
spotify:track:4sobZf68LPBFD5BrE6jwtp,What You Thinkin,Young Buck,Bust N Grams,1,4,173101,,
spotify:track:2O1bHmA2x2eQTOHjXEBUOv,Uzi (Pinky Ring),Wu-Tang Clan,Wu-Tang Iron Flag,1,5,318640,,
spotify:track:07lqfibBtpw1ud24u0uULj,Keep Watch,Wu-Tang Clan,A Better Tomorrow,1,7,265373,,
spotify:track:3LSGieffy1Jz1ypyRyDi94,Kill Too Hard,Wu-Tang Clan,Chamber Music,1,2,169786,,
spotify:track:2ERUSevby81FgegkaE8rmI,West Up!,Wc And The Maad Circle,Curb Servin,1,2,284266,,
spotify:track:0LnGzY36EL2fdkhZ2gWbfL,Let's Get It In,"Godfather, Ty Nitty, Corey L, Ceezo",God's Advocate,1,8,261839,,
spotify:track:0OhrkdXClc3Gk2R1ttvpJW,Amerikaz Most,"Godfather, Infamous, Chinky",God's Advocate,1,10,201440,,
spotify:track:1lcwvzQ7izTzJsL4o0uVL4,Most Famous,"Godfather, Big Noyd, The Prodigy",God's Advocate,1,13,163480,,
spotify:track:3RD4KBpZuvhXW0i1J1rkKl,Kay Slay Shit,"Godfather, Chinky, Infamous Mobb",God's Advocate,1,14,210093,,
spotify:track:5E41nYAu6rJpBP9OrSHShr,The Funk,"Godfather, Infamous Mobb, Alchemist",God's Advocate,1,17,214946,,
spotify:track:6VSvbraVfSKK1yyubIf27Y,Rap Game (feat. King Lil G),2tone,Keep Pushin,1,2,208466,,
spotify:track:2MNQMtZbOb7rBWli3TSok0,Bad Boyz (feat. Barrington Levy),"Shyne, Barrington Levy",Shyne,1,4,228906,,
spotify:track:7JZnvBJSG7a5KPaYMJIv63,My Party (feat. Jadakiss),"Styles P, Jadakiss",A Wise Guy and a Wise Guy,1,2,211887,,
spotify:track:62L12I8A4P3eUI7sGYyDur,"Do It To It - Feat. Chingy, Yung Joc, Fabo (D4L), Jody Breeze And Jazze Pha","Cherish, Yung Joc, Jazze Pha, Fabo, Chingy, Jody Breeze",Do It To It (Rap Remix),1,1,247640,,
spotify:track:2MXfMJPSLNKWuSkRvDUPdh,It's Murda (feat. 50 Cent),"Prodigy, 50 Cent",Rip # 2,1,5,268766,,
spotify:track:1F5LqqRMU94MBIwCWs9whr,"Till the Angel's Come (feat. Domo Genesis, Alchemist & Freddie Gibbs)","Prodigy, Domo Genesis, The Alchemist, Freddie Gibbs",Rip # 3,1,2,270053,,
spotify:track:4Jc9Aln3Ph01gDM26ZbInM,Talk About (feat. French Montana),"Prodigy, French Montana",Rip # 3,1,3,194075,,
spotify:track:1vVWV09hWCtDYYLmBeKvon,"Dirty Game (Remix) [feat. Cormega, Styles P. & DJ Premier]","Prodigy, Cormega, Styles P, DJ Premier",Rip # 3,1,4,216617,,
spotify:track:7oRUj4FcZsGSxPf02FplzH,Something More (feat. Xzibit),"Prodigy, Xzibit",Rip # 3,1,10,201773,,
spotify:track:2HsfX2I5F4yRWbf3DJm0oF,"It's Not a Game (feat. Fat Joe, Ghostface, Raekwon, Sheik Louch, Lil Fame & Rell)","Prodigy, Fat Joe, Ghostface, Raekwon, Sheik Louch, LIL Fame!!!, Rell",Rip # 3,1,14,288905,,
spotify:track:3RFVS1p7R3z0z38VcjzvoM,Drop 'em off (feat. Big Twinz),"Prodigy, Big Twinz",Rip # 3,1,13,180386,,
spotify:track:3h4yjNIh1e8MIVWCqgeddd,Gun Love (feat. Slick Rick),"Prodigy, Slick Rick",Rip # 3,1,12,250247,,
spotify:track:1gyi5Zk882OmTKnQIJNCUh,The Return (feat. Kokane),"Big Tray Deee, Kokane",The Return (feat. Kokane),1,1,204068,,
spotify:track:0St4yjZtqha7s5UGTRYoWM,General Vet,Big Tray Deee,"Big Tray Deee Presents: Long Beach State of Mind, Vol. 2: Street Officialz",1,5,263105,,
spotify:track:0lPrfWRNGGzL16C32qrhGJ,Big Ballin,Big Tray Deee,Big Tray Deee Presents: The General's List,1,10,243774,,
spotify:track:4CpjVi7r4dHPGecNzSZz7j,Parallelgesellschaft,"Crackaveli, Nate57",Jugo Betrugo (Studio),1,9,222155,,
spotify:track:7et7FNzwDt8PM4uSGaU8Qu,Wanna Be a Baller,"Lil' Troy, Yungstar, Fat Pat, Big T",Sittin' Fat Down South (2014 Ballers Edition),1,4,355082,,
spotify:track:68Yo5RVCA3TmNE3d5TiVaX,Good Love,Sheek Louch,Silverback Gorilla,1,4,198880,,
spotify:track:6oxXtNHNiNdxUAiuRX7zMV,Over Here (feat. Mr. Criminal & Slim 400),"Mr. Capone-E, Mr. Criminal, Slim 400",For Respect,1,8,232160,,
spotify:track:5UPZ6azNejrBOd9uk6fZ7G,Body (feat. Childish Gambino),"Prodigy, Childish Gambino",Rip #1,1,2,239452,,
spotify:track:5sesHCQziHg85y8dlnNWJC,Shame (feat. BJ The Chicago Kid),"Freddie Gibbs, Madlib, BJ The Chicago Kid",Pií±ata,1,15,183320,,
spotify:track:0Rvn1BtavsUWnOWGocghdO,Rollin',"Redman, Kfam, Keith Murray",Compton Blvd City of Hip Hop (The Ultimate Collection!),2,11,271653,,
spotify:track:0XbdJ7DTM5VYKje5dc6S02,Keep It Movin' (feat. Avant),"Scarface, Avant",Deeply Rooted,1,10,289720,,
spotify:track:0j3k5lalAmEHaXJeytoMB6,Murderer,Barrington Levy,"Original Ragga Muffin, Pt. 1",1,14,233299,,
spotify:track:7iKXO3oCFiiZRniwAJaGa4,B R Right (feat. Ludacris),"Trina, Ludacris",Diamond Princess,1,5,261986,,
spotify:track:126JSbthgFDS7ZGyYnDedr,Say Lady - Feat. Mr. Capone-e,Layzie Bone,The New Revolution,1,9,250546,,
spotify:track:2Ed4ekCPSQN6ULtnkgO8gD,Game Don't Wait (feat. Nate Dogg And Snoop Dogg),"Warren G, Nate Dogg, Snoop Dogg",I Want It All,1,13,255373,,
spotify:track:7GFytG8skEsUMTtNcqCxx7,I Want It All (feat. Daz Dillinger And Kurupt),"Warren G, Daz Dillinger, Kurupt",I Want It All,1,5,307826,,
spotify:track:2GKhAkqKZIiiXmaEHfGX4J,F**k Boy,Trina,F**k Boy,1,1,179435,,
spotify:track:5IbMUI4rcWtXlq83UWqTcQ,Go Girl,"Young Boss, Trina, Pitbull",The Boatlift,1,2,229668,,
spotify:track:53sAB4beN1lqheP8XMVCpL,Nasty Bitch (feat. Money Mark of Tre+6),"Trina, Money Mark of Tre+6",Diamond Princess,1,8,154826,,
spotify:track:4ksfLHFX03oPI10oYgpO1R,Like My Style,"50 Cent, Tony Yayo",Get Rich Or Die Tryin',1,12,193253,,
spotify:track:3uf3NQrTI10MtWHh9huUPk,Uh Ooh (Remix),"Lumidee, Busta Rhymes, Fabolous",Almost Famous,1,13,212306,,
spotify:track:3JV9Hs3iTF4UhTIkN054i4,Playa's Only,"R. Kelly, The Game",Tp.3 Reloaded,1,1,231967,,
spotify:track:63QZX5nElGbPwKUjE87Tr1,They Ain't Ready,"Jadakiss, Bubba Sparxxx","Ryde or Die Vol. III: In The R"" We Trust""""",1,3,260640,,
spotify:track:4WEyCStOWAhapZYAWnyC4k,Keep Hustlin',The Lox,"Ryde or Die Vol. III: In The R"" We Trust""""",1,13,234400,,
spotify:track:3jGnPHFrBCTdtEXbfweXgH,Dope Boys,The Game,LAX,1,16,240465,,
spotify:track:6bzfP9oPj6rCjD2TR9oCSH,Slow Wind,R. Kelly,Tp.3 Reloaded,1,4,201131,,
spotify:track:3SaYRy2lvQduGIGOOzUhcK,I Wanna Live,Braveheart,Belly (Original Motion Picture Soundtrack),1,18,291000,,
spotify:track:083xmqIjFWHTSgwzJZezym,"Ryde Or Die, B****","The Lox, Drag-On, Eve",We Are The Streets,1,15,288252,,
spotify:track:0SlljMy4uEgoVPCyavtcHH,Self Conscience - Dirty Version,"Prodigy, Nas",Nas & Ill Will Records Presents Queensbridge the album,1,14,195293,,
spotify:track:4iXGxmM7WmLKJonzNE8nrM,Synergy,"Jadakiss, Styles P",Top 5 Dead Or Alive,1,9,229053,,
spotify:track:64rrNHMeuACxkU9t0GeR6H,So High,"Jadakiss, Wiz Khalifa",Top 5 Dead Or Alive,1,11,200093,,
spotify:track:61QSuw5VlC0LTS8WMO356g,All The Way Up,"Fat Joe, Remy Ma, French Montana, InfaRed",All The Way Up (feat. French Montana & Infared) - Single,1,1,191942,,
spotify:track:6YbhxDNZRY2rK5WTqrvncA,All The Way Up (Westside Remix),"Fat Joe, Remy Ma, French Montana, InfaRed, Snoop Dogg, The Game, E-40",All The Way Up (Westside Remix) [feat. French Montana & Infared] - SingleE-40],1,1,317695,,
spotify:track:4ESFr6EFK19L20Wfq5hHC2,"Keep on Hustlin' (feat. Young Jeezy, Bun B, Nate Dogg)","Warren G, Jeezy, Bun B, Nate Dogg",Regulate... G Funk Era Part II The EP,1,4,233749,,
spotify:track:7cI3bOj19UVbBmH2fp1qCl,Wait a Minute,Ray J,Ouragan (Double H Merchandising prí©sente),1,9,206253,,
spotify:track:3QBrUI4pxNZPTVJ1yKZxbG,Don't Stop (feat. Too Short),"Snoop Dogg, Too $hort",COOLAID,1,3,221000,,
spotify:track:21EAPWnJs2jDvpYTRAzBCI,Coolaid Man,Snoop Dogg,COOLAID,1,5,207306,,
spotify:track:63EAvPWqPWOPWTNT92nzME,Let Me See Em Up (feat. Swizz Beatz),"Snoop Dogg, Swizz Beatz",COOLAID,1,6,237573,,
spotify:track:10C83Ul1IxCyuoJRWtx5GN,Your Wife (feat. Dr. Dre),"Nate Dogg, Dr. Dre",Music And Me,1,7,219493,,
spotify:track:0LcMPM7jAj3W0OTAs4T2ZF,5 Minutes (feat. Joey Bada$$),"Kirk Knight, Joey Bada$$",Late Knight Special,1,4,207673,,
spotify:track:4oMOm5WHbUTW0Jjh4dh9HQ,Lord Knows,"G Herbo, Joey Bada$$",Lord Knows,1,1,206546,,
spotify:track:1OIADhscxPBjGWQ2tNkbXS,Harsh feat. Rick Ross & Busta Rhymes,"Styles P, Rick Ross, Busta Rhymes",Master Of Ceremonies,1,9,257626,,
spotify:track:79KVsh4Z9bg4OU7YKFqMwa,Cause I Ride,Mr. Criminal,Rise 2 Power,1,6,304546,,
spotify:track:33WO3295hb76gpoH6Yef4s,Hood Affiliated,Mr. Criminal,Hood Affiliated,1,3,160600,,
spotify:track:6dkdyqj9E2rDBfwd9IHNBB,Year 2000 (remix featuring Jonathan Davis),"Xzibit, Jonathan Davis",Black And White,1,2,223906,,
spotify:track:1jXVQFZoqbDzodzi3aD1xQ,Not This Time,Young Buck,10 Bullets,1,3,221565,,
spotify:track:4Eds9oFRGijcd2djPcvuxg,For My Homies,Mr. Capone-E,For Respect,1,17,239440,,
spotify:track:2CDkCwTn1l7IKU2b7vE2XP,For My Ryders (feat. Ese Lil G),"Mr. Criminal, Ese Lil G",Street Unity,1,4,248653,,
spotify:track:04uZXdcramDLHPMP7E6tb0,Criminal Shit,Mr. Criminal,Street Unity,1,6,344804,,
spotify:track:3wSqS69It2S1fKaXbJy2z9,Mr Criminal & Da Rebal (Ridin' On Chrome),Da Rebal,Mr Criminal & Da Rebal (Ridin' On Chrome),1,1,255746,,
spotify:track:7mErOjuB6hFoTRbJOrHTed,In California,"805 Clicka, Lil Snapper",Rising from the Underground,1,13,207098,,
spotify:track:5uImYZHFdmh970iTJzEi2F,With the Homies,805 Clicka,On the Fast Lane,1,9,280711,,
spotify:track:5ZwnDHHb9gW0UzwSmpFaEO,"Young, Brown and Dangerous",Mr. Criminal,"Young, Brown and Dangerous",1,2,200053,,
spotify:track:6KouoyW86ABhR4U0aM7hsJ,Only The Strong Survive,Mr. Criminal,Only The Strong Survive,1,2,211066,,
spotify:track:5BUt321m1NQToAo1qqeWa7,Please Me,"K-Young, Young Berg, Bobby Brackins",Keep Talkin About Love - Deluxe Edition,1,8,258986,,
spotify:track:0UmIdWRGDL5gkXnqG9ZozM,Bonnie & Shyne (feat. Barrington Levy),"Shyne, Barrington Levy",Shyne,1,11,257466,,
spotify:track:3n160cX9oBbCtsBlefvRx2,Only The Strong Survive,Mr. Criminal,Mr. Capone-E & Mr. Criminal Videos & Bangers,1,6,129746,,
spotify:track:2cE0OZsLZzcGggcS8TaKhW,High 2 Come Down,Redman,Mudface,1,10,208812,,
spotify:track:157TkSrsO0TBMhuWg7eacd,Double Tap (feat. E-40 & Jazze Pha),"Snoop Dogg, E-40, Jazze Pha",COOLAID,1,16,197746,,
spotify:track:3eW3brBXFNI992RsCy3cRo,"Da Blow (feat. Jazze Pha, Pimpin Ken, Trillville)","Jazze Pha, Lil Jon & The East Side Boyz, Pimpin Ken, Trillville",Crunk Juice,1,6,359640,,
spotify:track:02GwPAncasVL82yC7y2hmN,Raise Up,Petey Pablo,Diary of a Sinner: 1st Entry,1,3,286426,,
spotify:track:1vUsWGT6ch4p86cgiOOe8Q,Bravehearted - Explicit Album Version,"Bravehearts, Nas",Bravehearted (Explicit),1,5,181826,,
spotify:track:0npYYyxz1VwzkhRuUD8iGj,Buss My Gun - Explicit Album Version,"Bravehearts, Nashawn",Bravehearted (Explicit),1,7,240226,,
spotify:track:46st9r69gwowPOzLZlwpxL,Situations - Explicit Album Version,"Bravehearts, Nas, Jully Black",Bravehearted (Explicit),1,9,215800,,
spotify:track:7fkbO9RJWW0zQAtXBu5ixb,Take It To Da House (feat. The Slip N' Slide Express),"Trick Daddy, The Slip N' Slide Express",THUGS ARE US (Clean Version),1,4,227106,,
spotify:track:0RZXNlGPvfMo54fd6uCvAT,Knuck If You Buck (feat. Lil' Scrappy),"Crime Mob, Lil Scrappy",Crime Mob (U.S. PA Version),1,2,205120,,
spotify:track:4eihdGG3Tga3oFq4yqCDeL,Lighters Up - Explicit Album Version,Lil' Kim,Lighters Up (Explicit Online Music),1,1,262640,,
spotify:track:6vEJBOy8jtozvlRK3wGsUT,Pass The Courvoisier,"Busta Rhymes, Diddy",Genesis,1,9,276093,,
spotify:track:4PmdhGKjmOdqEQCUbZ8wvi,"Touch It - Remix/Featuring Mary J. Blige, Rah Digga, Missy Elliot, Lloyd Banks, Papoose & DMX (Edited)","Busta Rhymes, Mary J. Blige, Rah Digga, Missy Elliott, Lloyd Banks, Papoose, DMX",Touch It Remixes,1,4,240146,,
spotify:track:0VGHoMRGfUf2CMFokyuhaC,Put It On Me,"Ja Rule, Vita, Lil' Mo",Rule 3:36,1,4,262826,,
spotify:track:4QV4EEYszD7HGrTo6PzX9K,"Don't Shoot (feat. Rick Ross, Fabolous, Diddy, 2 Chainz, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Currensy, Problem, King Pharaoh, TGT)","The Game, Rick Ross, Fabolous, Diddy, 2 Chainz, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Curren$y, Problem, King Pharaoh, TGT","Don't Shoot (feat. Rick Ross, 2 Chainz, Diddy, Fabolous, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Currensy, Problem, King Pharaoh & TGT) - Single",1,1,367151,,
spotify:track:0daYoBI9669b4wg92MbNcU,La Rhumba,RZA,Digital Bullet,1,9,260866,,
spotify:track:5Hh8yCAhewxRD4Xgy8cG5H,Gangsta,Young Buck,Gangsta,1,1,290026,,
spotify:track:7mbeBicIDGkSQhAw7xvgQ5,Life Goes On,"Lloyd Banks, Young Buck, 50 Cent, G Unit",The Kanan Tape,1,10,159969,,
spotify:track:3CwqxL7Re5vmtyFYzYsT9e,Tabernacle,"Royce Da 5'9"",Trust the Shooter""",1,10,319317,spotify:user:1152696204,,
spotify:track:1tvWqe8cdqUOWSDx7a8yEV,What The Beat,Royce Da 5'9, Method Man, Redman," Eminem""",Build & Destroy,spotify:user:1152696204,2016-08-09T12:34:01Z
spotify:track:7AkbBoX1RZP2AhsyfwS9d5,Feel Good,Royce Da 5'9, Pherrell Williams," Trí© Little""",Build & Destroy,1,2016-08-09T12:34:47Z,
spotify:track:7qxwvJwhIHrqVrKnE23ASz,Don't Be Talking Loud,"Mr. Capone-E, Mr. Criminal",The Works,1,3,254413,,
spotify:track:6I8M79ue9mmZFlZpzaWmoo,Dodger Blue,Brownside,Bangin' Story'z,1,5,229950,,
spotify:track:3i20IX7gAL1duRk21jKxWT,Tookie Knows II,"ScHoolboy Q, Traffic, TF",Blank Face LP,1,17,285346,,
spotify:track:1H28djumvKZ9kD7Rht836g,Banger,ScHoolboy Q,Schoolboy Q 2,1,2,280109,,
spotify:track:4RhP3KbCjXbUD1jEwZ0HDm,Who Shot Me?,YG,Still Brazy (Deluxe),1,3,227666,,
spotify:track:5bIIWClJilJag1UnJN3nSM,Ride Out,"ScHoolboy Q, Vince Staples",Blank Face LP,1,6,287360,,
spotify:track:02ixZ6S8Rw1h3LdCcOYz92,These Hoes,Tha Dogg Pound,Snoop Dogg Presents: That's My Work Vol. 5 (Deluxe Edition),1,3,290253,,
spotify:track:4cgJF9rKas2H5AC8FnNts0,Let's Play House,Tha Dogg Pound,Dogg Food,1,9,204440,,
spotify:track:5w8PlPsI3bUYSjNyM43HEK,Big Pimpin',Tha Dogg Pound,Above The Rim,1,4,237133,,
spotify:track:5ZfujhP567v3AW6lwcGM2D,Smooth,Tha Dogg Pound,Dogg Food,1,5,275146,,
spotify:track:6Rd0rg37IAcd6CIFyHsesx,Lessons Of Today - LP Original Version,Rah Digga,Dirty Harriet,1,16,295333,,
spotify:track:2c3JFVHCIcupZ6C9eBZJP0,Tight - Original Version,Rah Digga,Dirty Harriet,1,3,194266,,
spotify:track:7ucDBaAfLMWjq5L6uRt8LC,Break Fool - LP Original Version,Rah Digga,Dirty Harriet,1,10,208200,,
spotify:track:3IfDeC0osRry8lEtY4e1V6,Don't Come To LA,"YG, Sad Boy, AD, Bricc Baby",Still Brazy (Deluxe),1,2,215573,,
spotify:track:1CTlQdXKObMSy382YHNPRC,Pop Shots - produced by DJ Premier,Ol' Dirty Bastard,Osirus - The Official Mixtape,1,1,214720,,
spotify:track:2Gyfw15LYAepC2JeLCrxih,Realize - Explicit Album Version,"Bravehearts, Nashawn",Bravehearted (Explicit),1,13,236826,,
spotify:track:0NPyx2P5NOHQTJKG2lxoNH,Certified,"Challace, Nashawn, Littles",Certified,1,1,255660,,
spotify:track:3sEM7J69uS9MLCaJqQlLsR,Light My Fire - Feat. Snoop Dogg,Mr. Capone-E,Diary Of A G,1,8,232826,,
spotify:track:0cDVJMqAiTXrgRv2KqlPmu,Hood Affiliated Roll Call,"Mr. Capone-E, Gfunk, Mr. Criminal, Hi-Power Soilders",The Works,1,4,288902,,
spotify:track:6RzhAYkzqc3glML2uUQa0W,Taking Over,"Mr. Capone-E, Gfunk, Djak",The Works,1,5,245045,,
spotify:track:34SFdk6Y84Knih5f0FOg84,The Quickening Arts,Quadir Lateef,Rebel Forces,1,1,256835,,
spotify:track:2masYRPGmdECLEtKp5Xhmt,A Little Party Never Killed Nobody (All We Got) - Paige Festival Remix,"Fergie, Q-Tip, GoonRock",A Little Party Never Killed Nobody (All We Got) [Gatsby Remix Invasion],1,1,364080,,
spotify:track:1WrdMHBulw0dNy7i21wk2y,Marley & Me (Remix),"Smoke Dza, June Summers, Devin The Dude, Curren$y, Asher Roth",Substance Abuse,1,17,237557,,
spotify:track:1GncPpLSSOlV5D77d6j8Uv,No Wheaties,"Smoke Dza, Curren$y, Big K.R.I.T.",George Kush Da Button: Deluxe Edition,1,15,188440,,
spotify:track:374lP7kQV9btzYeqjISZZa,Diamond,"Smoke Dza, Ab-Soul",K.O.N.Y.,1,9,214173,,
spotify:track:7kYym8ErHUqlTeVu3ZuaBX,Cadillactica,Big K.R.I.T.,Cadillactica (Deluxe),1,4,268946,,
spotify:track:6VhrSXr6bwaHKAq07Z5CXO,Soul Food,"Big K.R.I.T., Raphael Saadiq",Cadillactica (Deluxe),1,5,228480,,
spotify:track:2V1jdqegC2I719KRItSEur,In Presense Of Wolves,Royce Da 5'9, Trí© Little, Cut Throat," Ex Goverment Agent""",Build & Destroy,spotify:user:1152696204,2016-09-07T10:05:52Z
spotify:track:5298dsUaPM414EjhdH0gwf,You Don't KNow Me,"Royce Da 5'9"",Build & Destroy""",1,24,216293,spotify:user:1152696204,,
spotify:track:5kgiR2ikXvZh6NngyzzQzF,Lights Out,"Royce Da 5'9"",Build & Destroy""",1,23,156866,spotify:user:1152696204,,
spotify:track:1Qsb7ANyuCyT7SImnl9V3J,Feel It in da Air (feat. D-Tay),"D-Tay, Young Buck,D-Tay",Best of G-Unit Radio - The Young Buck Edition,1,8,65000,,
spotify:track:6EhWEvgOrOfqMcnuwIkbiL,Ride wit U,"Joe, G-Unit",And Then...,1,4,251800,,
spotify:track:3iajlDW8TWwAE3gWvPRTnI,Hip Hop,Dead Prez,Let's Get Free,1,4,214066,,
spotify:track:1BPybPVkDfUjFDvqG04l58,Breathe - Rap Version,"Blu Cantrell, Sean Paul",Bittersweet,1,5,228000,,
spotify:track:3WU2blK7YBcugEEU9CATvF,No Games,Serani,No Games,1,1,188200,,
spotify:track:0j55p8YRAPG8yajtNyjt6A,Hold You - Hold Yuh,Gyptian,Hold You,1,5,233253,,
spotify:track:4yIAeesNxsu8lZa8KeWAVk,Asche zu Asche,Haze,"Guten Abend, Hip Hop...",1,4,214653,,
spotify:track:1AO9j6exus3QxUHParmsZh,Playboy,Lloyd Banks,The Hunger For More,1,2,272000,,
spotify:track:6ahUJQ4gbGcEkhzbFiT7YZ,Warrior,Lloyd Banks,The Hunger For More,1,3,167653,,
spotify:track:4lkNrUzOpSJ6CF95UOUhBn,Gangsta Funk - Feat. Dj Ak & French Connection,Big Stalks,Cali Dippen,1,1,330173,,
spotify:track:3Z0XOteLX3lKYzn21ZjHzE,Dippin' (Remix),King T,"Strait From Compton"" King Ts Greatest Hits""",1,8,244453,,
spotify:track:0rBi0GDozqHz2vMwCb19rC,"Played Like a Piano (feat. Ice Cube, Mc Breeze)",King T,"Strait From Compton"" King Ts Greatest Hits""",1,13,286511,,
spotify:track:1xnelfKE5ZpuUcRzp089xp,Foetus,Booba,Le retour du rap franí_ais,1,6,270640,,
spotify:track:6OBRlFTmKfmJuzz1ZOUECA,Till I Die,Machine Gun Kelly,General Admission,1,3,212213,,
spotify:track:6FuM1H3d1WKQ4htzuGSyh3,I Tell You What (feat. Pranxs & Crazy Boy),"Mr. Capone-E, Pranxs, Crazy Boy",For Respect,1,14,137426,,
spotify:track:5jIQL4bG9UApAAcvd0f7gf,Three Of The Best From The West - Feat. Snoop Dogg & The Game,Mr. Capone-E,Diary Of A G,1,4,246466,,
spotify:track:7GNvkIOm4lF6NPlgQ6jNuh,It's Like That,Run DMC vs. Jason Nevins,90's Dance Hits,1,70,250066,,
spotify:track:0egFZBIxw5ZgviS3pK3iuj,Blockparty,"PA Sports, Kianush",Desperadoz (Premium Edition),1,6,193025,,
spotify:track:2Yjp2qiikhw6Nccv5fRdcy,Hard & Rugged,Big Tray Deee,The 3rd Coming,1,2,249338,,
spotify:track:5TCiBkgEEHwkP0o8jqPw1X,General's Salute (feat. Prodigy & Techniec),"Big Tray Deee, Prodigy, Techniec",The 3rd Coming,1,8,256496,,
spotify:track:0Ajm2RutVNMGWvdH90W4iX,Diirty Outlawz (feat. The Outlawz & Diirty OGz),"Big Tray Deee, Outlawz, Diirty OGz",The 3rd Coming,1,7,282906,,
spotify:track:1ch2GQlY6VOIWu3iYIDqoW,Hold Up! (feat. Soopafly & Snoop Dogg),"Big Tray Deee, Soopafly, Snoop Dogg",The 3rd Coming,1,4,302341,,
spotify:track:4LaoQPR7KZqma3FNaWMotM,CantFucWitDis (feat. Coniyac),"Big Tray Deee, ConiYac",The 3rd Coming,1,5,248476,,
spotify:track:4UuyJr0V5Oon0DW6lwPX0x,How the West Was Won (feat. DJ Quik & Rodney O),"Big Tray Deee, DJ Quik, Rodney O",The 3rd Coming,1,15,232960,,
spotify:track:2ft3w8PglD6zq94v4Nn2A8,Tha Hangout,Diirty OGz,We Got Now And Next,1,1,321840,,
spotify:track:4nmWwhcbhlRZI4TjOFodAv,Birds In The Kitchen,C-Bo,Tales From The Crypt,1,7,270306,,
spotify:track:3xHfnWyUpLBnKLyVQl8qT5,Let's Ride - Bonus Track,Richie Rich,The Game,1,17,275360,,
spotify:track:6L54wM12STr1kS8nPjPIaS,Summer Jam - Radio Edit,"The Underdog Project, Craig Smart, Vick Krishna",Summer Jam,1,1,213933,,
spotify:track:3Ie17RQkz0lr7snQbnEZXG,The Game of Rock,"Raekwon, Prodigy, Ghostface Killah",Famous Hip Hop Tracks - Volume Four,1,14,227760,,
spotify:track:1fl37k9gyIaETW0nSGf7nn,Malcolm X,"Royce Da 5'9"",Spice1 Presents Turf Bangers #2""",1,13,336466,spotify:user:1152696204,,
spotify:track:2fpmfuKStYRE24ySaQAul1,What Would U Do?,"Tha Dogg Pound, Dr. Dre",Natural Born Killers (Original Motion Picture Soundtrack),1,27,254600,,
spotify:track:35s2SFahsaAtFCcqvUOYuZ,Respect,Tha Dogg Pound,Dogg Food,1,3,354786,,
spotify:track:4ezafcOuI5em8LoE2xxnpv,What U See Is What U Get,Xzibit,40 Dayz & 40 Nightz (Explicit),1,4,308906,,
spotify:track:0f7AjWdbLpOjLkKjhI5NaO,That's Where I B,"Redman, DJ Kool",Redman Presents...Reggie,1,2,182546,,
